UNITID,XF1A01,F1A01,XF1A31,F1A31,XF1A04,F1A04,XF1A05,F1A05,XF1A06,F1A06,XF1A07,F1A07,XF1A08,F1A08,XF1A09,F1A09,XF1A10,F1A10,XF1A11,F1A11,XF1A12,F1A12,XF1A13,F1A13,XF1A14,F1A14,XF1A15,F1A15,XF1A16,F1A16,XF1A17,F1A17,XF1A18,F1A18,XF1A214,F1A214,XF1A224,F1A224,XF1A234,F1A234,XF1A324,F1A324,XF1A274,F1A274,XF1A27T4,F1A27T4,XF1A284,F1A284,XF1A334,F1A334,XF1A344,F1A344,XF1B01,F1B01,XF1B02,F1B02,XF1B03,F1B03,XF1B04,F1B04,XF1B04A,F1B04A,XF1B04B,F1B04B,XF1B05,F1B05,XF1B06,F1B06,XF1B26,F1B26,XF1B07,F1B07,XF1B08,F1B08,XF1B09,F1B09,XF1B10,F1B10,XF1B11,F1B11,XF1B12,F1B12,XF1B13,F1B13,XF1B14,F1B14,XF1B15,F1B15,XF1B16,F1B16,XF1B17,F1B17,XF1B18,F1B18,XF1B19,F1B19,XF1B27,F1B27,XF1B20,F1B20,XF1B21,F1B21,XF1B22,F1B22,XF1B23,F1B23,XF1B24,F1B24,XF1B25,F1B25,XF1C011,F1C011,XF1C012,F1C012,XF1C013,F1C013,XF1C014,F1C014,XF1C015,F1C015,XF1C016,F1C016,XF1C017,F1C017,XF1C021,F1C021,XF1C022,F1C022,XF1C023,F1C023,XF1C024,F1C024,XF1C025,F1C025,XF1C026,F1C026,XF1C027,F1C027,XF1C031,F1C031,XF1C032,F1C032,XF1C033,F1C033,XF1C034,F1C034,XF1C035,F1C035,XF1C036,F1C036,XF1C037,F1C037,XF1C051,F1C051,XF1C052,F1C052,XF1C053,F1C053,XF1C054,F1C054,XF1C055,F1C055,XF1C056,F1C056,XF1C057,F1C057,XF1C061,F1C061,XF1C062,F1C062,XF1C063,F1C063,XF1C064,F1C064,XF1C065,F1C065,XF1C066,F1C066,XF1C067,F1C067,XF1C071,F1C071,XF1C072,F1C072,XF1C073,F1C073,XF1C074,F1C074,XF1C075,F1C075,XF1C076,F1C076,XF1C077,F1C077,XF1C082,F1C082,XF1C083,F1C083,XF1C084,F1C084,XF1C085,F1C085,XF1C086,F1C086,XF1C087,F1C087,XF1C101,F1C101,XF1C105,F1C105,XF1C111,F1C111,XF1C112,F1C112,XF1C113,F1C113,XF1C114,F1C114,XF1C115,F1C115,XF1C116,F1C116,XF1C117,F1C117,XF1C121,F1C121,XF1C122,F1C122,XF1C123,F1C123,XF1C124,F1C124,XF1C125,F1C125,XF1C126,F1C126,XF1C127,F1C127,XF1C131,F1C131,XF1C132,F1C132,XF1C133,F1C133,XF1C134,F1C134,XF1C135,F1C135,XF1C136,F1C136,XF1C137,F1C137,XF1C141,F1C141,XF1C142,F1C142,XF1C143,F1C143,XF1C144,F1C144,XF1C145,F1C145,XF1C146,F1C146,XF1C147,F1C147,XF1C191,F1C191,XF1C192,F1C192,XF1C193,F1C193,XF1C194,F1C194,XF1C195,F1C195,XF1C197,F1C197,XF1D01,F1D01,XF1D02,F1D02,XF1D03,F1D03,XF1D04,F1D04,XF1D05,F1D05,XF1D06,F1D06,XF1E01,F1E01,XF1E02,F1E02,XF1E03,F1E03,XF1E04,F1E04,XF1E05,F1E05,XF1E06,F1E06,XF1E07,F1E07,XF1E08,F1E08,XF1E09,F1E09,XF1E10,F1E10,XF1E11,F1E11,F1FHA,XF1H01,F1H01,XF1H02,F1H02,I       
100654,"R",65911303,"R",126120520,"R",629700,"R",126750220,"R",192661523,"R",3554901,"R",52862361,"R",56417262,"R",56633561,"R",0,"R",56633561,"R",113050823,"R",58712806,"R",24698390,"R",0,"R",-3800496,"R",79610700,"R",4982207,"R",0,"R",145029312,"R",26769687,"R",31197444,"R",207978650,"R",81858131,"Z",0,"Z",0,"R",33873622,"R",27835,"R",58572,"Z",0,"Z",0,"Z",0,"R",14067298,"Z",0,"R",1791774,"Z",0,"R",27411791,"R",77230892,"R",5122347,"R",38356842,"Z",0,"R",14808815,"Z",0,"Z",0,"R",0,"R",214431,"R",5043163,"R",63545598,"R",140776490,"R",0,"R",0,"R",0,"R",0,"R",0,"R",140776490,"R",33144160,"R",22298862,"R",6174486,"R",1032145,"R",739736,"R",2177825,"R",721106,"R",14045654,"R",5081239,"R",874979,"R",437397,"R",6423545,"R",922907,"R",305587,"R",20803695,"R",8770560,"R",2011411,"R",647850,"R",7554293,"R",1366962,"R",452619,"R",5737862,"R",2719358,"R",730730,"R",178683,"R",1607233,"R",377021,"R",124837,"R",11220476,"R",5591669,"R",1376498,"R",349418,"R",2921500,"R",737271,"R",244120,"R",24488316,"R",9633565,"R",4112350,"R",762593,"R",7837954,"R",1609070,"R",532784,"R",1866897,"R",542940,"R",0,"R",5474595,"R",-7884432,"R",0,"R",16714452,"R",16714452,"R",10552442,"R",2381763,"R",658549,"R",328615,"R",6260553,"R",693376,"R",229586,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2249190,"R",0,"R",0,"R",590548,"R",1246056,"R",0,"R",412586,"R",138956247,"R",58343913,"R",16481943,"R",4327249,"R",56779917,"R",3023225,"R",140776490,"R",138956247,"R",1820243,"R",77098648,"R",691809,"R",79610700,"R",14808815,"R",531710,"R",0,"R",0,"R",0,"R",11821673,"R",27162198,"R",10447746,"R",0,"R",10447746,"R",16714452, 2,"A",,"A",.
100663,"R",774953178,"R",1503730507,"R",1047197202,"R",2550927709,"R",3325880887,"R",22583762,"R",329752815,"R",352336577,"R",707127932,"R",29439192,"R",736567124,"R",1088903701,"R",783002097,"R",203485691,"R",233211681,"R",1017277717,"R",2236977186,"R",94712019,"R",95073533,"R",1943420736,"R",761657344,"R",48499278,"R",2943362910,"R",1439632403,"R",0,"R",0,"R",99586668,"R",379142138,"R",5638724,"R",75510443,"R",3606873,"R",71903570,"R",19565363,"R",1008889965,"R",49681864,"R",0,"R",396233276,"R",2034248441,"R",0,"R",256190587,"R",0,"R",18389420,"R",108405,"R",0,"R",32879702,"R",74943746,"R",52367439,"R",434879299,"R",2469127740,"R",26709760,"R",8581794,"R",6680465,"R",9450167,"R",51422186,"R",2520549926,"R",252628217,"R",156342348,"R",47767038,"R",10007701,"R",25398121,"R",10347386,"R",2765623,"R",362514830,"R",168653178,"R",39588100,"R",17877471,"R",119405327,"R",15774377,"R",1216377,"R",75998078,"R",34146107,"R",10592345,"R",608792,"R",29751417,"R",803159,"R",96258,"R",453438688,"R",93154360,"R",30656830,"R",4436765,"R",322247619,"R",2322621,"R",620493,"R",29931997,"R",8866837,"R",2606508,"R",9045361,"R",6528261,"R",2487941,"R",397089,"R",112644777,"R",47538708,"R",11747849,"R",18533190,"R",19569454,"R",12182246,"R",3073330,"R",20754999,"R",6393853,"R",4856341,"R",28505963,"R",-62054470,"R",1543314,"R",21380767,"R",21380767,"R",44267283,"R",11754883,"R",3830479,"R",6376898,"R",16931472,"R",3846751,"R",1526800,"R",985861382,"R",373391181,"R",117613121,"R",49656006,"R",410480082,"R",14289989,"R",20431003,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",2338666019,"R",914602601,"R",270796123,"R",121398525,"R",1000198483,"R",31670287,"R",2520549926,"R",2338666019,"R",181883907,"R",2055093279,"R",0,"R",2236977186,"R",16255850,"R",12238395,"R",182845,"R",0,"R",13909484,"R",22310176,"R",64896750,"R",39854513,"R",3661470,"R",43515983,"R",21380767, 1,"R",326256324,"R",333798887
100706,"R",120537020,"R",208402094,"R",63442216,"R",271844310,"R",392381330,"R",2575000,"R",44159545,"R",46734545,"R",83651000,"R",0,"R",83651000,"R",130385545,"R",130165018,"R",6664207,"R",3055800,"R",122110760,"R",261995785,"R",11969674,"R",0,"R",257248721,"R",89184587,"R",25259406,"R",383662388,"R",173839839,"R",2939750,"Z",0,"R",41673497,"R",73685495,"R",3794394,"R",1305688,"R",0,"R",1305688,"R",6079895,"R",0,"R",3382871,"R",0,"R",0,"R",129921840,"R",0,"R",43072625,"R",0,"R",7894629,"R",0,"R",0,"R",2799217,"R",5177809,"R",5332590,"R",64276870,"R",194198710,"R",0,"R",791115,"R",28099,"R",0,"R",819214,"R",195017924,"R",53324190,"R",30806533,"R",9882169,"R",3395901,"R",6016102,"R",2568942,"R",654543,"R",78440381,"R",43307821,"R",12525411,"R",3071114,"R",15314234,"R",3910575,"R",311226,"R",649279,"R",156441,"R",28878,"R",122535,"R",314312,"R",27113,"R",0,"R",10120738,"R",4514310,"R",1383940,"R",1475704,"R",2168553,"R",443711,"R",134520,"R",10909946,"R",4454603,"R",1312005,"R",213259,"R",4360163,"R",557019,"R",12897,"R",17253180,"R",8601058,"R",3049484,"R",822092,"R",3881565,"R",854333,"R",44648,"R",3443504,"R",1303765,"R",257372,"R",3533542,"R",-8538183,"R",0,"R",981010,"R",981010,"R",6788166,"R",821158,"R",218755,"R",1819640,"R",2378064,"R",176490,"R",1374059,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",178466890,"R",96105428,"R",29704407,"R",11177617,"R",38947545,"R",2531893,"R",195017924,"R",178466890,"R",16551034,"R",245444751,"R",0,"R",261995785,"R",7894629,"R",726753,"R",49599,"R",0,"R",2615954,"R",6392356,"R",17679291,"R",15866010,"R",832271,"R",16698281,"R",981010, 1,"R",53895740,"R",55337316
100724,"R",135171243,"R",195382970,"R",10030727,"R",205413697,"R",340584940,"R",4074982,"R",32086674,"R",36161656,"R",162981723,"R",5303256,"R",168284979,"R",204446635,"R",96537683,"R",6786798,"R",250000,"R",32563824,"R",136138305,"R",18251367,"R",12190207,"R",182389385,"R",38936710,"R",37659168,"R",289426837,"R",94043867,"Z",0,"Z",0,"R",39049416,"R",12776153,"R",4232803,"R",1909876,"Z",0,"R",1909876,"R",10255226,"R",0,"Z",0,"R",0,"R",4464493,"R",72687967,"Z",0,"R",45813569,"Z",0,"R",19389197,"Z",0,"Z",0,"R",161130,"R",1002561,"R",0,"R",66366457,"R",139054424,"R",6280716,"R",0,"R",0,"R",0,"R",6280716,"R",145335140,"R",41574066,"R",23638696,"R",5757961,"R",2524551,"R",2951558,"R",3664126,"R",3037174,"R",2330788,"R",727037,"R",154172,"R",141535,"R",932345,"R",205424,"R",170275,"R",7478888,"R",949204,"R",268036,"R",454149,"R",4601981,"R",659151,"R",546367,"R",9111676,"R",3588560,"R",952143,"R",553299,"R",2548968,"R",803057,"R",665649,"R",13683930,"R",5826880,"R",1634565,"R",830945,"R",3185835,"R",1206032,"R",999673,"R",27126139,"R",9120415,"R",4335235,"R",1647213,"R",7650830,"R",2390760,"R",1981686,"R",2218605,"R",792827,"R",0,"R",6866449,"R",-9877881,"Z",0,"R",23027959,"R",23027959,"R",10771350,"R",3006954,"R",1086296,"R",654082,"R",4287791,"R",949331,"R",786896,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",135104796,"R",49076351,"R",14981235,"R",6805774,"R",56053716,"R",8187720,"R",145335140,"R",135104796,"R",10230344,"R",125907961,"R",0,"R",136138305,"R",19389197,"R",450951,"R",12000,"R",0,"R",3175810,"R",10334814,"R",33362772,"R",5684148,"R",4650665,"R",10334813,"R",23027959, 1,"R",55924452,"R",63016848
100733,"R",4290036,"R",763572,"R",10248419,"R",11011991,"R",15302027,"R",0,"R",2203052,"R",2203052,"R",0,"R",0,"R",0,"R",2203052,"R",763572,"R",0,"R",0,"R",12335403,"R",13098975,"R",106750,"R",56543,"R",1750878,"R",809133,"R",0,"R",2723304,"R",1979991,"R",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"R",12791426,"R",12791426,"Z",0,"R",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",569037,"R",1057,"R",570094,"R",13361520,"R",0,"R",0,"R",0,"R",0,"R",0,"R",13361520,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",12129524,"R",10228613,"R",1759110,"R",141801,"R",0,"Z",0,"R",0,"R",12129524,"R",10228613,"R",1759110,"R",141801,"R",0,"R",0,"R",13361520,"R",12129524,"R",1231996,"R",11866979,"R",0,"R",13098975,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",, 2,"A",,"A",.
100751,"R",435457791,"R",1022994438,"R",981729957,"R",2004724395,"R",2440182186,"R",35627642,"R",260196707,"R",295824349,"R",580988027,"R",29028320,"R",610016347,"R",905840696,"R",535715079,"R",282418649,"R",319731087,"R",396476675,"R",1534341490,"R",53741237,"R",41661304,"R",1085371364,"R",258145966,"R",46630106,"R",1485549977,"R",462555539,"R",5392905,"R",0,"R",264156532,"R",39339973,"R",21476009,"R",4740301,"R",474619,"R",4265682,"R",124338611,"R",0,"R",13602206,"R",0,"R",38837737,"R",506491369,"R",0,"R",138540845,"R",0,"R",25419090,"R",0,"R",0,"R",45811070,"R",130274948,"R",20262285,"R",360308238,"R",866799607,"R",15939908,"R",28956006,"R",16208005,"R",0,"R",61103919,"R",927903526,"R",254024768,"R",131181664,"R",50339437,"R",11029866,"R",29203739,"R",24080643,"R",8189419,"R",44757612,"R",13967177,"R",5524653,"R",3698196,"R",17183383,"R",4384203,"R",0,"R",43373848,"R",20700850,"R",6244526,"R",1262654,"R",10917161,"R",4248657,"R",0,"R",92832490,"R",35101967,"R",10900920,"R",6852612,"R",30883644,"R",9093347,"R",0,"R",40025240,"R",17370123,"R",4910361,"R",2330610,"R",11493499,"R",3920647,"R",0,"R",80943998,"R",28759332,"R",19804163,"R",11573618,"R",12408546,"R",7877831,"R",520508,"R",0,"R",0,"R",0,"R",53605328,"R",-53605328,"R",0,"R",18321811,"R",18321811,"R",134605763,"R",37535625,"R",9809739,"R",7103417,"R",63918227,"R",0,"R",16238755,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",51221729,"R",0,"R",0,"R",0,"R",51221729,"R",0,"R",0,"R",760107259,"R",284616738,"R",107533799,"R",43850973,"R",299157067,"R",24948682,"R",927903526,"R",760107259,"R",167796267,"R",1366545223,"R",0,"R",1534341490,"R",23497046,"R",18858827,"R",659926,"R",841,"R",11580098,"R",43399416,"R",97996154,"R",73467255,"R",6207088,"R",79674343,"R",18321811, 1,"R",508933888,"R",631947260
100760,"R",12065560,"R",20079303,"R",927778,"R",21007081,"R",33072641,"R",415000,"R",2736224,"R",3151224,"R",6630000,"R",358925,"R",6988925,"R",10140149,"R",13955692,"R",1221944,"R",500,"R",7754356,"R",22932492,"R",1618974,"R",2217190,"R",24452959,"R",5293255,"R",1105308,"R",34687686,"R",14608384,"R",0,"R",0,"R",3501637,"R",2361955,"R",805516,"R",18742,"R",9822,"R",8920,"Z",0,"A",,"R",2341,"A",,"R",0,"R",6690191,"Z",0,"R",8450687,"Z",0,"R",10324021,"Z",0,"Z",0,"R",8090,"R",35392,"R",456006,"R",19274196,"R",25964387,"Z",0,"R",1045327,"Z",0,"R",4908,"R",1050235,"R",27014622,"R",10940436,"R",6083745,"R",1691278,"R",765519,"R",1289375,"R",958280,"R",152239,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",358687,"R",162331,"R",67162,"R",25098,"R",67688,"R",31417,"R",4991,"R",996383,"R",513757,"R",168761,"R",69718,"R",143007,"R",87275,"R",13865,"R",2250069,"R",1087159,"R",432088,"R",157441,"R",344987,"R",197084,"R",31310,"R",2519950,"R",1189257,"R",435082,"R",176325,"R",463497,"R",220723,"R",35066,"R",342753,"R",158604,"Z",0,"R",993422,"R",-1494779,"Z",0,"R",8143592,"R",8143592,"R",0,"Z",0,"Z",0,"Z",0,"R",0,"Z",0,"Z",0,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"A",,"R",207069,"R",0,"R",0,"R",0,"R",207069,"R",0,"R",0,"R",25416186,"R",9379002,"R",2952975,"R",1194101,"R",11652637,"R",237471,"R",27014622,"R",25416186,"R",1598436,"R",21256180,"R",77876,"R",22932492,"R",10324021,"Z",0,"R",805516,"Z",0,"Z",0,"R",599618,"R",11729155,"R",3585563,"R",0,"R",3585563,"R",8143592, 1,"R",189902,"R",196146
100812,"R",21391461,"R",26155199,"R",169617,"R",26324816,"R",47716277,"R",495000,"R",4809235,"R",5304235,"R",14635000,"R",711417,"R",15346417,"R",20650652,"R",11025199,"R",8718204,"Z",0,"R",7322222,"R",27065625,"R",1795613,"R",1154005,"R",18525166,"R",3719422,"R",12077173,"R",37271379,"R",11116180,"Z",0,"Z",0,"R",11964405,"R",2018004,"R",2909681,"R",297807,"R",297807,"R",0,"R",307258,"Z",0,"Z",0,"Z",0,"R",11025,"R",17508180,"Z",0,"R",10901246,"Z",0,"R",4460169,"Z",0,"Z",0,"R",52084,"R",73317,"R",131615,"R",15618431,"R",33126611,"Z",0,"Z",0,"Z",0,"R",0,"R",0,"R",33126611,"R",16040799,"R",9740715,"R",2827590,"R",390688,"R",1370526,"R",1626825,"R",84455,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2752738,"R",1539594,"R",539621,"R",67617,"R",324350,"R",281556,"Z",0,"R",2580445,"R",1617564,"R",538344,"R",62856,"R",99950,"R",261731,"Z",0,"R",4952231,"R",1926999,"R",807308,"R",194067,"R",1536215,"R",487642,"Z",0,"R",1222297,"R",498358,"Z",0,"R",937099,"R",-2657754,"Z",0,"R",3138836,"R",3138836,"R",195540,"R",19178,"R",11971,"Z",0,"R",164391,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",801260,"R",0,"R",0,"R",0,"R",801260,"R",0,"R",0,"R",30461849,"R",16066347,"R",5223192,"R",715228,"R",8372627,"R",84455,"R",33126611,"R",30461849,"R",2664762,"R",24394213,"R",6650,"R",27065625,"R",4460169,"R",689600,"R",114545,"Z",0,"Z",0,"R",744159,"R",6008473,"R",2869637,"R",0,"R",2869637,"R",3138836, 1,"R",1527927,"R",1808283
100830,"R",13742926,"R",35485494,"R",41359604,"R",76845098,"R",90588024,"R",275000,"R",17899457,"R",18174457,"R",1025000,"R",20195236,"R",21220236,"R",39394693,"R",14269542,"R",23552708,"R",4991419,"R",8379662,"R",51193331,"R",1085032,"R",1695315,"R",54151052,"R",23209333,"R",1781296,"R",81922028,"R",51828006,"Z",0,"Z",0,"R",24728379,"R",2068153,"R",9400191,"R",156475,"R",41626,"R",114849,"R",5665583,"R",0,"R",0,"R",0,"R",4824421,"R",46843202,"R",1806189,"R",22842974,"Z",0,"R",8089902,"R",0,"R",0,"R",736408,"R",1321142,"R",0,"R",34796615,"R",81639817,"Z",0,"R",16690,"R",35515,"R",0,"R",52205,"R",81692022,"R",25260803,"R",17955453,"R",5412766,"R",332540,"R",0,"R",1560044,"Z",0,"R",351301,"R",182369,"R",50802,"R",13645,"R",63550,"R",40935,"Z",0,"R",14256847,"R",3415843,"R",988732,"R",1138081,"R",5300075,"R",3414116,"Z",0,"R",3083346,"R",2070361,"R",672382,"R",39345,"R",183225,"R",118033,"Z",0,"R",4385185,"R",2640831,"R",763065,"R",113354,"R",527885,"R",340050,"Z",0,"R",12258378,"R",4905350,"R",1476309,"R",564927,"R",4179526,"R",1132266,"Z",0,"R",1064469,"R",360941,"Z",0,"R",6374810,"R",-7800220,"Z",0,"R",5240412,"R",5240412,"R",4441462,"R",787127,"R",206530,"R",398273,"R",559959,"R",1194776,"R",1294797,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",11905640,"R",1259605,"R",498542,"R",0,"R",10147493,"R",0,"R",0,"R",81183374,"R",34281408,"R",10430069,"R",2600165,"R",32576935,"R",1294797,"R",81692022,"R",81183374,"R",508648,"R",52003390,"R",-1318707,"R",51193331,"R",8089902,"R",246310,"R",116696,"Z",0,"R",514327,"R",3860105,"R",12827340,"R",7116164,"R",470764,"R",7586928,"R",5240412, 1,"R",32138438,"R",35961073
100858,"R",241212211,"R",998718572,"R",841448767,"R",1840167339,"R",2081379550,"R",19376149,"R",209936537,"R",229312686,"R",530223432,"R",52549159,"R",582772591,"R",812085277,"R",601940441,"R",140185798,"R",19060158,"R",508107876,"R",1269294273,"R",86520235,"R",169147403,"R",1044668249,"R",323782693,"R",74721556,"R",1698840136,"R",602243353,"Z",0,"R",1831963,"R",250761075,"R",84911234,"R",7390272,"R",14223253,"R",3082645,"R",11140608,"R",82049029,"Z",0,"R",28040679,"Z",0,"R",11938860,"R",479314402,"Z",0,"R",213369737,"Z",0,"R",15114918,"Z",0,"Z",0,"R",30801233,"R",23767721,"R",19430650,"R",302484259,"R",781798661,"R",17134500,"R",29356621,"R",130013,"R",0,"R",46621134,"R",828419795,"R",247992285,"R",122671318,"R",44697615,"R",18378376,"R",34767829,"R",24378197,"R",3098950,"R",118113008,"R",55085861,"R",21750817,"R",5457906,"R",27658418,"R",7239698,"R",920308,"R",87932450,"R",39279035,"R",16531798,"R",1350458,"R",28752117,"R",1791329,"R",227713,"R",57396456,"R",27353704,"R",8547330,"R",5799025,"R",7026389,"R",7692180,"R",977828,"R",18889316,"R",9007542,"R",2474324,"R",602800,"R",5903416,"R",799590,"R",101644,"R",50950961,"R",40382613,"R",7840789,"R",691584,"R",1002002,"R",917359,"R",116614,"R",17386269,"R",5760128,"Z",0,"R",38837322,"R",-61983719,"Z",0,"R",15199998,"R",15199998,"R",120559850,"R",29330578,"R",8108205,"R",14448497,"R",47070908,"R",19165366,"R",2436296,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",0,"R",10000000,"R",0,"R",0,"R",-10000000,"R",0,"R",0,"R",717034324,"R",350496920,"R",115711006,"R",46728646,"R",196218399,"R",7879353,"R",828419795,"R",717034324,"R",111385471,"R",1157908802,"R",0,"R",1269294273,"R",15114918,"R",671028,"Z",0,"Z",0,"R",19583825,"R",55511983,"R",90881754,"R",71353534,"R",4328222,"R",75681756,"R",15199998, 1,"R",362078890,"R",410583892
